URL,USERID,USERNAME,Comment,Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,2610829967,auto_clutch,??????????????????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,34208260809,emad.sedaghatdoost,????????????????????????????????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,9506028162,russiantrucks,COOL! ??????????????????????????????????????????????????????????,Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,12648509389,litioui_vlogs,????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,47538346747,karim_mahmodi69,????????????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,398057849,tbbsrbstn,Bring it to France ??????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,28097852834,richurg8888,????????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,282291676,senator_happy,????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,56882156205,vlog_on_wheel,??,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,25516818697,mr.sasha011,??,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,45668576271,pouria_ziaeian,I deserve the best,Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,5829508955,gusbrownportperry,??????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,493812892,lifeofchevys,??????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,2038401966,elnur86i,https//www.instagram.com/p/CoSZBjVtTsY0-r_MML9LybPi7olk-ZC7rb547U0/?igshid=NDk5N2NlZjQ=,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,1226961908,popcynic,??,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,56445801937,davidlittle1224,"Look at that in the middle of no where and no charging station,what do I do ????????",Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,193082751,royfossmotorsthornhill,Wow ??,Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,57886289423,evor.cars,OMG this is a monster ??????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,48910174835,vahid_afshar_83,?????????KMC????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,6011365469,toykodriftingboy_12344,O lord the fucking world will end because of pollution because of global warming bullshit these ev's are making this world go down the shitter faster and faster,Negative Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,3004009220,daneshfatahi33,??????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,6854164897,kingartistt,Warzone,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,5710719475,ravi09000,??????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,57657633697,dmode.7,??,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,5451597061,justoctane,Shocking the competition!,Negative Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,247830886,gmc,@justoctane ??????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,1693986332,u_ae2030,??,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,34141254298,urmom3115,Better then the cyber truck ??,Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,226168923,bootitan,I was aiming this with until the AT4 EV was revealed,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,23537803,cj_payne,Patiently awaiting the SUV!,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,20666386,jeffdeangelis_,Been a year since I put down my deposit and still no word as to where I am in line for the EV3,Negative Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,6011365469,toykodriftingboy_12344,#Dont Tread On Me,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,32985299204,eviljaybird72,Junk,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,4290887570,mehmet__mete,Seni alaca?õm ??,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,1480412547,kenny_gerlak,This electric stuff is gonna die real quick,Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,6103552478,mclovin_2112,We have a 23' Yukon available if anyone has been searching!,Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,46681270023,btchamou,top car,Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,5962320058,hdhdhhdhdhhdiiiiiii,HUMMER CLUB ????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,1299486218,_slow_sierra_,Show us the AT4X HD,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,32519491207,claytyn.the.wizard.of.oz,"Hello GMC, I'd like you to sell GMC and all other GMC brands like Chevrolet,  Buick and Cadillac to be sold back to America.",Negative Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,33270667704,hummer_turkiye,Turkey Hummer Clup ????,Neutral Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,57195361780,__.marytyson_,"I went to the surgeon, how do you like my new breasts?????????????",Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,55980368123,theirishhuntingpodcast,@brendan.maguire the perfect hunting pickup !,Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,295647494,ingodallas,Puts a smile on my face every day I drive it! Best truck ever made! Great job @gmc ????????????,Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,247830886,gmc,"@ingodallas  We're happy to be riding with you too, Ingo! ??",Positive Sentiment
https://www.instagram.com/p/CnpF9fxNLvx,1480412547,kenny_gerlak,@luciadordy gmc not even a competition,Neutral Sentiment
